178	还没还清花呗分期还可以申请花呗分期还款吗	这期花呗没还，买东西能做分期吗	1
179	花呗分期后没还清可以再次分期吗	花呗分期后下月还能分吗	1
183	我的花呗逾期了对酒	花呗逾期两个月了	1
191	借呗怎么才能用	借呗现在怎么才能开通	1
192	这笔退款显示退回花呗了，怎么还要还款	已经退款了，为什么蚂蚁花呗显示还有账单要还	1
194	为什么我淘宝付款用不了花呗和余额宝，只能用银行卡	淘宝支付宝支付不了，花呗也支付不了，只能用银行卡支付，这是什么情况	1
195	为什么我的花呗之前是***万的额度 现在变***了	花呗为什么降余额了	1
199	蚂蚁花呗最低还款会降低信用	花呗还了最低消费会不会造成信用下降	1
201	花呗支付后会有短信提醒么	花呗有消费短信提醒么	1
212	退货了为什么还要还花呗	花呗支付的 现在退货了 点了确认收货 为什么还要还花呗	1
216	借呗，不够用，如何在提额	我想提高借呗额度如何提高	1
217	新开通的支付宝，怎么没有花呗	我的支付里没有花呗呀	1
220	网商贷如何变为借呗	怎么网商贷转为蚂蚁借呗	1
236	借呗借钱可以借***天的么	蚂蚁借呗 可以借***天吗	1
239	咋今天不可以用花呗交电费了	以前一直用花呗交电费	1
241	花呗逾期后能分期么	花呗逾期后 还能分期吗	1
248	查一下我是什么时候用的花呗	什么时候用的花呗明细	1
249	我问的是蚂蚁借呗自动还款，怎么取消	蚂蚁借呗如何取消自动还款设置	1
251	蚂蚁借呗的钱的用途有要求吗	借呗借款用途受限吗	1
253	为什么我退款了 花呗金额没改变	为什么我的花呗退款了额度还是没变	1
259	借呗为什么不能还***期的	现在借呗不可以分***期还款了	1
264	网商贷和借呗是一样的那	借呗与网商贷一样	1
268	花呗关闭了	a账户花呗关闭了的	1
284	说蚂蚁借呗操作存在风险	开通借呗提前存在风险	1
285	怎么才能关闭借呗	帮我关闭借呗入口	1
286	蚂蚁借呗显示可借***元，不用也会要利息吗	蚂蚁借呗开通后不用用不用利息	1
292	花呗提前接清	怎么操作花呗提前结清	1
294	有开通蚂蚁花呗的商品为什么付款时提示该商品不支持花呗	花呗不能支付，花呗额度足够，商品显示支持花呗付款	1
297	花呗在***月***号当天换算是逾期吗	花呗十号当天还算逾期吗	1
305	为什么我的花呗一下子降低了那么多	花呗降低了	1
310	问花呗临时额度是否可以分期	用了花呗临时额度，可以分期不	1
311	扫码支付用花呗要密码吗	通过花呗支付需要密码么	1
315	花呗现在的还款链接在哪？我怎么找不到	我要花呗的还款链接	1
328	花呗抽奖页面在哪里	我花呗抽奖的优惠在哪里	1
332	我这个已经有一单，已经退款了，为什么还算在我的花呗账单里面	已经退款了，为什么我花呗里还要还钱	1
342	我的花呗消费了到时打不开花呗软件	花呗怎么就打不开了什么原因	1
345	为什么我不能借呗了	蚂蚁借呗不能用	1
352	花呗便利店周卡	花呗便利店周卡，是啥意思	1
354	怎么没帮我开通花呗	我想开开通花贝	1
361	花呗买商品如何查询快递信息	在花呗里买的东西怎么查快递	1
362	开通了口碑商家怎么不能花呗收款	为什么我的花呗不能口碑付款	1
363	蚂蚁借呗在哪看什么时候还款	蚂蚁借呗借三个月什么时候还	1
369	为什么我有花呗但是不能分期	我的蚂蚁花呗为什么不能分期呀	1
375	如何看花呗帐单	花呗全部账单怎么查看	1
377	我的蚂蚁借呗为啥不能用	借呗为什么不能用	1
379	花呗是否需要绑定银行卡	花呗可不可以绑定银行卡	1
383	花呗还清最低还款影响信用度么	花呗还最低会影响信用吗	1
384	借呗逾期一天影响信用么	借呗拖延一天还会不会影响信用	1
385	开通了花呗收钱 收钱码 不可以收款	我的花呗收款认证通过了为啥还收不成款	1
387	网页版 借呗在哪里	网页版借呗在哪里	1
390	如何提升蚂蚁借呗额度	增加借呗额度	1
393	借呗还款日期是什么时候	借呗还款日是每个月的几号	1
397	花呗提示你可登录支付宝帐号********使用花呗。怎么用	可是还是显示：您可登陆支付宝账号**********使用花呗	1
405	今日用花呗，什么时候还	如果今天***号使用花呗里边的钱，还款日期是什么时候	1
412	我的花呗出账日	花呗出账具体时间	1
416	用的花呗付款怎么退款	花呗付款后没有收到货怎样退款	1
425	为什么我花呗扣了钱，但是我淘宝显示未付款？店家也说显示没付款	怎么付款了显示没有付款，花呗的钱也扣了	1
427	怎么关掉收钱码的花呗收钱	怎么关闭二维码花呗收款功能	1
429	借呗已还清为什么负面记录还存在	借呗已还款，负面怎么还在	1
431	花呗刷脸怎么老说认不出本人来	我花呗核实扫脸怎么不通过	1
432	如我不想使用花呗，怎么办	如果我不想用花呗了能不能退掉	1
440	正常为什么不能用？？一切支持花呗付款的东西，超市，饿了么订餐，淘票票买电影票什么的都不可以。淘宝也不行	为什么不能使用花呗付款	1
455	我已经关闭另一个号的花呗了怎么在这个号开通	蚂蚁花呗关闭了。怎么开通另一个	1
458	我的花呗好为什么降成***	为什么我的花呗额度降低了***	1
460	网商贷怎么改借呗	网贷换借呗	1
463	为什么共享单车不能用花呗支付押金了	为什么现在蚂蚁花呗不支持交摩拜单车押金	1
465	怎么提高借呗数目	借呗不够用怎么提额	1
467	显示花呗存在风险	花呗显示帐号存在风险	1
471	蚂蚁借呗综合评估多长时间	借呗系统综合评估多久一次	1
481	为什么找不到花呗入口	找花呗入口	1
487	开通了蚂蚁借呗 未通过怎么回事	借呗没通过审核怎么办	1
489	蚂蚁借呗借三天怎么操作	借呗只借一个月，怎么操作	1
491	虚拟商品可以用花呗	花呗能购买虚拟商品	1
494	开通了花呗不使用要扣钱吗	这个月开通花呗，这个月不消费还需要还款吗	1
495	帮我花呗直接关了也可以	我需要关闭花呗	1
498	花呗能一次还一半吗	花呗提前还一半可以不	1
513	花呗临时用几天还	今天用花呗哪天还	1
523	修改花呗手机号码	花呗绑定手机号码更换	1
525	借呗没有还款会怎样	蚂蚁借呗到期没还怎么处理	1
526	我的花吧开通不了	我的花呗开通不了	1
530	花呗分期还款后如何一次性还款	花呗分期后怎样一次性还款	1
537	为啥不能使用花呗	这么我的花呗用不了	1
539	怎么我的蚂蚁借呗开通不了呀	有什么开通不了借呗	1
543	分期购物花呗额度不够怎么办	我预定好几万的家电，可是花呗额度不够，怎么解	1
547	花呗分期账单后下个月还可以分期账单吗	花呗分期付款后每月还可以账单分期嘛	1
552	蚂蚁借呗借钱好久时间能到账	蚂蚁借呗放款多久才到账号	1
565	花呗一次最高消费能用多少	花呗单笔支付额对最高多少	1
566	花呗欠款以还清为什么还是不能使用借呗	花呗已经还清为什么不能用借呗	1
571	借呗钱还了的信息不可以删除嘛	已还清的借呗记录怎么删除	1
581	我刚用了花呗 要求退款	花呗支付要退款	1
596	为什么我的就不可以借呗	为么我开通不了蚂蚁借呗	1
613	如何查询借呗什么时候到账	蚂蚁借呗一直显示放款中，什么时候能到账	1
614	花呗充值话费能不能退回来	我用花呗冲的话费能不能退回来	1
616	蚂蚁借呗不能超过几次	蚂蚁借呗有规定次数吗	1
631	借呗还款余额限款	借呗余额还款有限制	1
640	如何进行 花呗 还款分期	如何花呗分期	1
643	支付宝如何花呗还款	花呗邦我付款了后怎么还	1
645	蚂蚁花呗能不能改还款时间 开工资迟	蚂蚁花呗还款日能不能改	1
646	花呗负会不会有影响	花呗用超了有什么影响吗	1
649	怎么样才能用蚂蚁借呗	怎么才能用上借呗	1
658	昨天我女儿用花呗付款,现在要怎么还	怎么还款，在花呗	1
685	借呗最多只能分***期	借呗之前可以分***期还，现在怎么只能分***期了	1
689	我在蚂蚁花呗交话费怎么没有到账	我用花呗冲话费为什么没冲到	1
706	花呗额度怎么转到现有的账户	我另外一个账号有花呗，怎么转到这个账号开	1
711	花呗分期了怎么 提前还款	怎么提前还花呗分期的钱、】	1
715	蚂蚁借呗还有降额度的吗	借呗额度减少吗	1
721	我的花呗额度是***，为什么***都付不了	我想用花呗支付为什么不可以	1
725	花呗支付支持农信银行卡不	支持农信银行卡还花呗吗	1
733	如何更改花呗上的手机号码	如何更改花呗上的电话号码	1
737	满足什么条件才可以申请借呗	蚂蚁借呗满足条件	1
741	借呗还款后额度未恢复	为什么我按时还款，但是借呗额度没有恢复	1
743	借呗还在放款，不需要放款了怎么取消订单	借呗我现在想取消订单	1
745	我主动开蚂蚁借呗	能帮我开一下借呗	1
752	怎么样把借呗的信息删除掉	怎么删除借呗借还款	1
757	花呗还迟了每天多少利息	花呗迟了***天还款利息多少	1
759	开通花呗信誉积分要多少	花呗多少信用分才能开	1
760	花呗分期后能提前还不	花呗分期可以提前还款一期吗	1
766	蚂蚁借呗怎么解冻账户	花呗账户被冻结怎么办	1
767	花呗忘记密码了！怎么办	我的花呗支付宝不知道密码怎么办	1
768	花呗要确认收货了才算是吗	用花呗付款要收货后才算借对吗	1
769	我的借呗什么时候恢复	借呗以前能用现在不能用了什么时候恢复	1
771	花呗都用在哪里	花呗都能在哪里购物	1
782	花呗逾期后要多久才能使用	花呗几时能再次使用	1
790	我用不了蚂蚁借呗	怎么不能用借呗	1
795	怎么点击花呗显示系统繁忙	为什么一打开花呗都是系统繁忙	1
802	双十一借呗有活动么	借呗活动链接	1
804	电费花呗怎么没发交	为什么交电费不支持花呗付了	1
805	花呗支付以后，为什么没有获得奖励金	超市使用花呗付款后没有奖励金	1
807	蚂蚁花呗咋个开通不了	条件都满足为什么还开通不了花呗	1
815	蚂蚁借呗只能分六个月还款	蚂蚁借呗为什么只有一个期数	1
816	为什不能花呗收钱	蚂蚁花呗不能收款	1
819	怎样取出花呗里商家退款	退款去花呗了要怎么样拿出来	1
831	可以提前还花呗分期付款的钱吗	花呗分期以后想提前还款	1
835	蚂蚁花呗注销了可以用另一个号开吗	一个账号关闭花呗，名下的另外一个可以开通吗	1
837	我的花呗除了淘宝能买东西其他地方为什么不能使用	我的花呗在支付宝里怎么用不了了，在淘宝可以用	1
841	用花呗买的东西在哪里看快递	我在蚂蚁花呗买的快递怎么查	1
842	余额宝存的钱转不进去了，我的蚂蚁借呗怎么还	我余额宝钱转不进去，但是我要还蚂蚁借呗里面的钱	1
849	花呗免息优惠券，或者积分兑换免息页面在哪里	花呗积分兑换的东西在哪看	1
852	花呗在哪里找到	花呗在哪，找不到	1
857	花呗被冻结了，怎么解冻	我的花呗冻结了应该怎么解除	1
858	花呗新用户抽到天猫劵但不知道在哪里	花呗抽了一个天猫券 不知道从哪里再找出来	1
867	开通花呗我不用会有额外费用吗	我开通了花呗，如果我不用，不消费，会不会扣年费	1
871	花呗自动还款的程序	就是这个花呗自动还款	1
887	为什么我的借呗还款期限只有***个月	为什么蚂蚁借呗先前还款期限有***期？现在只有***期	1
888	手机淘宝买东西用了花呗怎么来还钱	花呗里面的钱是怎么还的	1
893	花呗抽中奖的在哪查询	花呗支付笔笔抽奖，抽到奖品在哪查看	1
913	花呗还款了为什么显示没有还	我的花呗已经支付了为何还显示未还款	1
919	我的花呗的额度是多少	花呗额度一般会有多少	1
924	密付可以用花呗付款	密支付可以 有花呗吗	1
929	花呗能充羊城通	羊城通充值可以用花呗吗	1
934	这个花呗冻结了	我的花呗冻结了怎么能解冻	1
937	为什么我的账户不能开通花呗和信用卡收款	不能开通信用卡花呗收款	1
942	如何主动申请借呗额增加	如何主动申请借呗提高额度	1
950	账户暂不支持开通花呗收款	账户暂不符合开通收款花呗条件	1
952	支付宝的花呗可以淘宝上用吧	淘宝上买东西花呗能用吗	1
954	为啥借呗不能分***期了	蚂蚁借呗为什么不能借***期	1
974	使用花呗已付款，订单显示没有付款	花呗扣款了美团订单显示未付款	1
980	蚂蚁花呗得到的优惠券	花呗的优惠券有吗	1
984	花呗***逾期不还一天利息	花呗逾期利息怎么算的	1
986	银行卡扣过了花呗还扣	银行卡支付后 花呗同时扣款	1
999	花呗到期没还上	花呗没还款怎么样	1
1002	关闭了蚂蚁借呗后怎么才可以在开通	关闭后如何开通借呗	1
1007	我的花呗提示号码和本人号码不符	花呗的手机号和支付宝手机号不一致	1
1013	花呗可以生活缴费吗	花呗使用生活缴费	1
1015	花呗还款可以随时还吗	花呗用了可以随时还吗	1
1021	蚂蚁借呗修改紧急联系人	借呗联系人咋改	1
1024	天猫双十一活动，之前预订了一款产品，定金是用自己的钱付的，尾款打算用蚂蚁花呗分三期付款，这样还可以使用购物津贴吗	用花呗分期付款能使用双十一购物津贴吗	1
1025	怎么回事会停了借呗	借呗怎么给关闭了	1
1033	我的花呗怎么开不起	花呗怎么开不了	1
1037	借呗不可以用了	借呗使用不了	1
1039	花呗关联到另一个账号了	两个号关联以后花呗通用吗	1
1047	花呗冻结后还能解冻吗	花呗可以解冻吗	1
1052	不知道怎么弄的用花呗充值了话费怎么退回	我在花呗充话费充错了该怎么退回来	1
1058	我花呗付款可以设置成扫马后用指纹确认吗	花呗支付支付宝指纹在哪设置	1
1062	花呗点击分期还款了可以改吗	花呗还款点了三期能改吗	1
1063	我确认关闭花呗	不需要，请关闭花呗	1
1078	蚂蚁借呗会记入个人信用报告吗	借呗 会进个人信用报告吗	1
1101	借呗还清还提示有逾期	借呗还清了还提示逾期	1
1102	借呗显示暂无信用度	借呗为什么出现暂无信用记录	1
1108	花呗分期成功后还不起可不可以再分	花呗分期后还可在分期吗	1
1115	如何将网商切换借呗	如何将网商贷换作蚂蚁借呗	1
1117	花呗分期可以选择付几期么	花呗分期能分几次期	1
1124	为什么我的蚂蚁借呗额度从***降低到***了	借呗为什么自动降低了	1
1125	借呗逾期后还清能用吗	蚂蚁借呗逾期后还款 还能借款嘛	1
1135	如何把蚂蚁花呗账单删除	花呗订单可以删除吗	1
1138	***号用花呗，几号还款	二月***号使花呗花***啥时候还款	1
1139	蚂蚁花呗冻结了怎么开	花呗冻结了，什么时候可以解冻	1
1146	为什么还完借呗的钱，然后查看余额钱少了***	借呗里面还有钱还款后怎么钱少了	1
1155	蚂蚁借呗最高能涨到多少	蚂蚁借呗最大额度	1
1160	用花呗支付手续费怎么扣	用花呗支付，手续费	1
1170	为什么我的借呗只能分***期	借呗是只能分***期了吗	1
1179	怎样将网商贷转换为借呗	怎么办才可以从网商贷转变到蚂蚁借呗	1
1181	借呗人脸识别失败怎么办	我的花呗人脸识别失败还有别的办法吗	1
1185	淘宝不能使用花呗么	花呗能在淘宝上用不	1
1187	为何花呗无法使用	为啥花呗不能用	1
1198	借呗可以取消短信提醒吗	借呗还款短信提醒能否取消	1
1205	我没有蚂蚁花呗	没有蚂蚁花吧	1
1216	交电费，花呗现在为什么不行了	现在为什么不能使用花呗交电费	1
1223	余额也没有余额宝里面也没有，他说退到花呗里我也没看出来	退款退回花呗，没看到金额	1
1227	借呗逾期了***，对信用会不会有影响	借呗逾期几分钟，会影响信用度吗	1
1238	查看借呗之前账单	我想看我借呗账单明细	1
1252	这比花呗买的，怎么还款	花呗怎么还款是的	1
1256	借呗可不可以分期还款	分期可以还借呗吗	1
1260	提前还清蚂蚁花呗分期	花呗分期后，如何提前一次性全额还款	1
1262	要怎样可以用借呗	怎么借借呗	1
1265	花呗借呗不能用了	也什么我的花呗，借呗都用不了	1
1271	花呗怎么让我登录邮箱账号	为什么我的蚂蚁花呗显示登录邮箱什么的	1
1272	现在借呗只支持六个月还款吗	蚂蚁借呗只能选择***个月还款吗？其他时间不能选择吗	1
1274	花呗额度怎么变得越来越少	为什么减我的花呗额度	1
1281	花呗冻结额度什么时候解除	花呗冻结什么时候解	1
1290	我的意思是我刚刚申请蚂蚁借呗了 一直显示放款中	借呗晚上放款要多久？怎么一直显示放款中	1
1293	为什么花呗扣款从银行卡扣	银行卡有钱，还花呗自动就扣了	1
1294	花呗付款怎么能产生蚂蚁森林能量	用花呗付款，蚂蚁森林会产生能量吗	1
1295	借呗的钱能买股票不	从借呗借来的钱能买股票吗	1
1301	为什么借借呗只有六个月了	借呗蚂蚁借呗分期，为什么是***个月，不是一年	1
1302	我的借呗还款，想要一个还款证明	我借呗要提前还款，需要你们提供结清证明	1
1305	开通花呗开通不了	我的花呗开通不了	1
1306	淘宝上的退款到花呗了怎么用	如何使用淘宝退款进花呗的钱	1
1307	为什么总让我用另一个支付宝用花呗	为什我的花呗打开显示另一个账号	1
1312	花呗可以推迟三天还吗	花呗能推迟两天吗	1
1317	为什么淘宝已经显示退钱到蚂蚁花呗了 可为什么蚂蚁花呗没收到钱	在吗，为什么我花呗退款没有收到钱	1
1320	淘宝使用花呗怎么设置	淘宝上怎么用支付宝花呗	1
1334	借呗的收款账号怎样更改	怎么更换借呗的收款账户	1
1338	收钱码花呗交易商家拿多少钱的手续费	我是商家他人使用花呗支付手续费是多少	1
1342	能否帮我把花呗解冻	花呗冻结了怎么解冻	1
1344	花呗是每月自动扣款么	花呗到下个月是自动扣费吗	1
1349	蚂蚁花呗投诉区	怎样投诉花呗	1
1351	我用的银行卡支付，为什么又是花呗支付	我刷的银行卡，为什么是花呗付款	1
1356	借呗还款日到了，支付宝限额	我蚂蚁借呗 还款 怎嚒充值支付宝 限额	1
1358	我想知道以后花呗还可以开通吗	我还可开通花呗业务吗	1
1360	花呗分期退款要收取手续费吗	花呗分期有部分退款 手续费还扣吗	1
1362	我借的花呗已还款了，但是后面产生的退款，会退到哪里	上月用花呗付款，这个月退款了，退的钱是退到哪里了钱	1
1365	我现在花呗在美团用不了	美团支付花呗不能用了	1
1376	怎么花呗不能收钱	为什么我的花呗上面收不了钱	1
1378	为什么我的借呗还款页面只有六个月和十二个月	为什么借呗只有借***月跟***个月的	1
1382	花呗一期帐单时间是几号至几号	蚂蚁借呗一般几号是账单日	1
1391	花呗重复还款怎么退	蚂蚁花呗还重复了怎么办	1
1395	为什么借呗没有了	我怎么没有借呗	1
1415	蚂蚁借呗要怎么样才能提高额度	蚂蚁借呗要怎样提额度	1
1421	商家如何支取消花呗	怎么关闭花呗商家	1
1425	服务商蚂蚁花呗分期	武汉市花呗分期服务商	1
1426	最近花呗无法提前还款	花呗怎么不可以提前还请	1
1427	我的退款己进入花呗怎样拿出来	如果退款了 那钱在花呗怎么取出来	1
1431	身份证过期了能开蚂蚁借呗吗	身份过期可以借呗吗	1
1432	借呗里面弹出有一个提升额度叫我输入支付密码，这个可信吗	刚才支付宝上弹窗出来提升借呗额度，让输入支付密码，是正常的吗	1
1440	怎么设置花呗的自动还款设置	我用了花呗怎么还款自动扣吗	1
1443	月底开通花呗，啥时候还钱	花呗开通后，每个月是什么时间还	1
1456	身份证过期了还能在蚂蚁借呗申请额度吗	身份证过期能不能借呗	1
1469	打开花呗总是显示繁忙怎么回事	怎么点击花呗老是显示系统繁忙	1
1473	我想一次还完花呗分期	我想把花呗分期结清	1
1475	我的蚂蚁借呗能再次开通使用吗	关了借呗能再开通吗	1
1476	我的花呗以怎么只能在网上买东西	为什么我的花呗只能在淘宝网上购物	1
1479	蚂蚁借呗对年龄有限制吗	开通借呗有没有年龄限制的	1
1502	现在我的借呗不能用 要怎样才能用	怎么才能在次使用借呗	1
1510	花呗收款暂不符合资格	我的开通不了花呗，收款	1
1527	借呗逾期超过一天有何影响	借呗晚还有影响吗	1
1538	怎么取消让朋友代还花呗	花呗帮还邀请了朋友会自动看到么	1
1542	花呗本月还完款了怎么老给我发短信说我逾期了	花呗还款了 怎么还逾期	1
1546	线下商家如何加入花呗	商家怎么样加入花呗	1
1555	借呗提醒还款有短信提醒吗	借呗还款有信息提醒吗	1
1556	我不要花呗	你给我把花呗关了吧	1
1569	为什么我明明就还完了***月的花呗，现在又多出一个账单让我来还	花呗还款还完了，为什么还有账单	1
1574	花呗注销了怎么恢复，说下呗	蚂蚁花呗，怎么恢复！我想恢复回来	1
1579	这个借呗这么申请	借呗申请的地方	1
1581	花呗 多少信用分可以用	信用额度多少才能开花呗	1
1583	取消冻结蚂蚁花呗	花呗如何解冻结	1
1596	淘宝上购物怎么用上花呗上的钱	花呗的钱怎么在淘宝里面用	1
1599	我的胃啥没有花呗	为啥我的没花呗	1
1603	花呗可用于共享单车吗	哈罗单车押金可用蚂蚁花呗吗	1
1604	怎样删除蚂蚁借呗借款记录	借呗使用记录怎么删除	1
1613	我的花呗怎么提示无法购物了	我的怎么花呗不能用	1
1625	花呗额度做了分期了，已经还了一期，剩下的余额，我可不可以一次性还清	花呗分期付款了能一次性还清吗	1
1631	为什么我的借呗取消了	我的借呗怎么好被取消了	1
1636	蚂蚁借呗还款不是都在余额宝里面扣款吗，今天怎么扣我银行卡里面的钱了，余额宝里面我有钱扣	余额宝有钱为什么借呗还款从银行卡扣除	1
1637	蚂蚁借呗开通 需要什么要求	蚂蚁借呗需要什么条件才能申请成功	1
1638	我都已经退款了 为什么花呗额度还是没有退回来	蚂蚁花呗退款成功为什么没有恢复额度	1
1644	我借呗提前还款，还了一半	借呗提前还一笔	1
1651	我之前手机号码不使用了，蚂蚁花呗还是绑定的之前号码	以前号码不用了花呗怎么办	1
1663	今天的这笔花呗的消费信息	花呗详细消费	1
1672	这边花呗关掉，另一边花呗怎么来不了	我把这个账户的花呗关了为什么另一个账户开不了	1
1673	我买了什么东西用了花呗	我刚才用花呗买了东西我想咨询一下得什么	1
1676	美团不可使用花呗	美团用不了花呗，是为什么	1
1681	什么时候扣借呗还款的钱	今天借呗钱没还了，现在卡里有钱什么时候扣	1
1692	怎么看借呗所需要的信用额度	怎样查蚂蚁借呗的信用额度	1
1694	今天用花呗是***号还还是下个月还	今天用花呗，什么时候还款	1
1696	花呗权益-购买短信提醒服务	花呗购买短信服务	1
1700	我游戏充值怎么用不了花呗	给游戏充值用不了花呗吗	1
1701	双***津贴不能用花呗吗	用花呗可以购物津贴吗	1
1703	借呗钱还清了为什么还不能升级为网商贷	为什么我还清借呗不能升级网商贷	1
1705	我想知道借呗可以信用卡还吗	可以用本人信用卡还借呗吗	1
1708	什么是蚂蚁花费	什么是花呗，有什么功能	1
1712	芝麻借呗人脸识别不了	花呗刷脸不识别	1
1730	花呗那用在飞猪旅行吗	花呗能否在飞猪旅行使用	1
1735	花呗退款手续费	花呗退款的手续费	1
1738	我的借呗怎么用不了！我的花呗都有***！借呗怎么不给我开通	花呗都能用 借呗为什么申请不了	1
1747	怎么借呗这么久还没到账	蚂蚁借呗迟迟不到账怎么办	1
1748	我的花呗还款能直接从余额宝扣除么	将钱放入余额宝，花呗自动扣款	1
1754	怎么把网上贷换成借呗	网商贷切换蚂蚁借呗	1
1758	花呗话费在哪里充	花呗充话费流程	1
1759	怎么开通信用卡和花呗的收款	我刚才已经申请到了信用卡与花呗收款，要怎么开通使用	1
1760	蚂蚁借呗和房贷有关系吗	借呗和房贷有关联没	1
1768	蚂蚁借呗借钱什么时候钱能到账	蚂蚁借呗多长时间钱能到账	1
1769	我的借呗提款怎么还没到账	蚂蚁借呗放款为什么一直没到账	1
1781	蚂蚁借呗还款凭证如何开具	开具借呗还款证明	1
1784	可以给我做个花呗二维码吗	怎样生成花呗二维码	1
1786	之前把借呗关闭了 现在怎么再开启	我把借呗关了怎么开	1
1787	借呗提额怎么办	借呗怎么样才提申额度	1
1792	交通罚款能用花呗吗	花呗可以交通罚款吗	1
1793	借呗忘了还款，逾期一天会影响吗	借呗逾期了***天会怎么样	1
1794	开通花呗是能不绑定银行卡吗	开通花呗可以不绑银行卡吗	1
1797	借呗交易记录怎么清除	借呗 如何删除借款记录	1
1798	我的花呗该怎么还款	花呗哪里怎么还款	1
1803	滴滴打车能用花呗么	能用花唄打車嗎	1
1805	花呗分期，可以取消	花呗分期付款取消	1
1807	花呗到期会不会自己从余额宝扣	花呗借款会不会直接在余额宝扣钱	1
1808	怎么样可以将a账号的花呗转到b账号	怎么样把另一个账户上的花呗转到这个账户上	1
1813	我的花呗开了吗	我现在的花呗，开通了吗	1
1814	借呗花呗冻结了怎么解冻结	花呗给冰结了怎么办	1
1816	就刚刚申请可借呗，备用联系人填错了，怎么改	借呗资料填错了怎么更改	1
1819	用花呗付款还可以使用购物津贴吗	使用购物津贴是不是就不能用花呗付款	1
1842	花呗被关闭了，如何重新开通	花呗被关闭了怎么开启	1
1848	我想关闭花呗怎么关不了	怎么关蚂蚁花呗	1
1850	蚂蚁借呗提示操作有风险	我使用借呗说我当前操作有风险，怎么回事	1
1874	小黄车押金用花呗支付的怎么退款	我使用的花呗支付ofo压金，在那里退款	1
1876	花呗申请还款一半	花呗能先还一半吗	1
1877	我花呗冻结原因	花呗冻结什么原因	1
1880	花呗新人礼包	花呗新手礼包包含	1
1886	借呗能分***期嘛	借呗可以分***期嘛	1
1895	花呗开通之后没有用过，会不会产生什么费用	我开通花呗，我不用，会不会产生费用	1
1900	如何取消花呗刷脸提升额度	花呗提额时怎么取消刷脸验证	1
1903	审请借呗审核	我现在申请借呗，请审核	1
1907	花呗如何订机票	花呗怎么买飞机票	1
1908	花呗收到的钱在那	花呗收的钱到哪了	1
1911	支付宝绑定的是农行卡可以还蚂蚁花呗吗	农业银行的卡可以还花呗吗	1
1918	花呗产生了，还可以分期吗	花呗付款后能分期吗	1
1927	用花呗付钱了对方还是没到账	花呗付钱成功，商家没收到	1
1933	为什么我花呗还要绑银行卡	为什么我的银行卡绑定了 花呗还是要求我绑定银行卡	1
1937	我的花呗怎么扫不了共享单车	共享单车花呗用不了	1
1941	我的花呗怎么安全验证失败	蚂蚁花呗安全验证没有通过	1
